address,bds,cost,distance_neu,distance_harvard,distance_mit,distance_bu
"Douglass Apartments, 650 Columbus Ave #434, Boston, MA 02118",1,3300,0.5 km,6.6 km,3.2 km,2.1 km
"Gardner Street Apartments | 75-84 Gardner St, Allston, MA",1,2450,6.2 km,2.5 km,5.4 km,1.1 km
"Gardner Street Apartments | 75-84 Gardner St, Allston, MA",2,2450,6.2 km,2.5 km,5.4 km,1.1 km
"Idyl Fenway | 60 Kilmarnock St, Boston, MA",Studio,3710,1.0 km,6.2 km,3.1 km,1.3 km
"Idyl Fenway | 60 Kilmarnock St, Boston, MA",1,3990,1.0 km,6.2 km,3.1 km,1.3 km
"Idyl Fenway | 60 Kilmarnock St, Boston, MA",2,5710,1.0 km,6.2 km,3.1 km,1.3 km
"Idyl Fenway | 60 Kilmarnock St, Boston, MA",3,9190,1.0 km,6.2 km,3.1 km,1.3 km
"Elements | 60 Brainerd Rd, Allston, MA",1,3287,4.3 km,2.6 km,4.9 km,1.6 km
"Winter Street Apartments, 8, 8 Winter St #1103, Boston, MA 02108",1,3200,4.5 km,8.7 km,4.2 km,3.5 km
"The Brynx | 201 S Huntington Ave, Jamaica Plain, MA",Studio,2690,3.2 km,5.2 km,5.6 km,3.1 km
"The Brynx | 201 S Huntington Ave, Jamaica Plain, MA",1,3450,3.2 km,5.2 km,5.6 km,3.1 km
"The Brynx | 201 S Huntington Ave, Jamaica Plain, MA",2,4375,3.2 km,5.2 km,5.6 km,3.1 km
"Shawmut Place, 475 Shawmut Ave APT 2, Boston, MA 02118",2,3500,1.2 km,7.7 km,3.6 km,2.7 km
"1330 Boylston | 1330 Boylston St, Boston, MA",1,4371,1.1 km,5.9 km,2.8 km,1.3 km
"1330 Boylston | 1330 Boylston St, Boston, MA",2,5051,1.1 km,5.9 km,2.8 km,1.3 km
"1330 Boylston | 1330 Boylston St, Boston, MA",3,10489,1.1 km,5.9 km,2.8 km,1.3 km
"Rozzie | 289 Walk Hill St, Roslindale, MA",1,3158,6.4 km,10.4 km,10.7 km,8.3 km
"Rozzie | 289 Walk Hill St, Roslindale, MA",2,3908,6.4 km,10.4 km,10.7 km,8.3 km
"95 Saint | 95 Saint Alphonsus St, Roxbury Crossing, MA",1,4635,1.0 km,7.3 km,4.2 km,2.3 km
"95 Saint | 95 Saint Alphonsus St, Roxbury Crossing, MA",2,4938,1.0 km,7.3 km,4.2 km,2.3 km
"Eco | 75 Brainerd Rd, Allston, MA",Studio,3049,4.3 km,2.7 km,4.9 km,1.6 km
"Eco | 75 Brainerd Rd, Allston, MA",2,5114,4.3 km,2.7 km,4.9 km,1.6 km
"Metro Rentals, LLC | 1 Nassau St, Boston, MA",1,2655,3.7 km,7.6 km,4.8 km,4.1 km
"Metro Rentals, LLC | 1 Nassau St, Boston, MA",2,3745,3.7 km,7.6 km,4.8 km,4.1 km
"Dot Block | 1211 Dorchester Ave, Dorchester, MA",Studio,2505,4.3 km,13.5 km,11.5 km,12.3 km
"Dot Block | 1211 Dorchester Ave, Dorchester, MA",2,3660,4.3 km,13.5 km,11.5 km,12.3 km
"Dot Block | 1211 Dorchester Ave, Dorchester, MA",3,4665,4.3 km,13.5 km,11.5 km,12.3 km
"Imprint, 780 William T Morrissey Blvd, Dorchester, MA 02122",1,3158,7.3 km,14.8 km,12.7 km,13.6 km
"E3 Apartments | 65 Brainerd Rd, Allston, MA",Studio,2848,4.3 km,2.6 km,4.9 km,1.6 km
"E3 Apartments | 65 Brainerd Rd, Allston, MA",1,2667,4.3 km,2.6 km,4.9 km,1.6 km
"E3 Apartments | 65 Brainerd Rd, Allston, MA",2,3936,4.3 km,2.6 km,4.9 km,1.6 km
"Hub25 | 25 Morrissey Blvd, Dorchester, MA",Studio,2392,4.8 km,12.3 km,10.2 km,11.0 km
"Hub25 | 25 Morrissey Blvd, Dorchester, MA",1,2802,4.8 km,12.3 km,10.2 km,11.0 km
"Chapman House | 61 Eutaw St E, Boston, MA",1,2500,8.1 km,11.9 km,6.8 km,7.6 km
"Parkway Apartments | 1555 Vfw Pkwy, West Roxbury, MA",1,2529,15.0 km,29.9 km,16.8 km,14.4 km
"Parkway Apartments | 1555 Vfw Pkwy, West Roxbury, MA",2,3391,15.0 km,29.9 km,16.8 km,14.4 km
"The Longwood | 1575 Tremont St, Roxbury Crossing, MA",2,3964,1.3 km,7.6 km,4.5 km,2.6 km
"Camelot Court | 10 Camelot Ct, Brighton, MA",1,3170,6.3 km,2.5 km,5.5 km,2.2 km
"Camelot Court | 10 Camelot Ct, Brighton, MA",2,3256,6.3 km,2.5 km,5.5 km,2.2 km
"Camelot Court | 10 Camelot Ct, Brighton, MA",3,4058,6.3 km,2.5 km,5.5 km,2.2 km
"HEW at 1515 Comm Ave | 1525 Commonwealth Ave, Brighton, MA",Studio,2960,7.4 km,3.1 km,6.7 km,3.4 km
"HEW at 1515 Comm Ave | 1525 Commonwealth Ave, Brighton, MA",1,3300,7.4 km,3.1 km,6.7 km,3.4 km
"HEW at 1515 Comm Ave | 1525 Commonwealth Ave, Brighton, MA",2,4300,7.4 km,3.1 km,6.7 km,3.4 km
"Piano Craft Guild | 791 Tremont St, Boston, MA",1,3300,0.6 km,6.8 km,3.3 km,2.3 km
"Piano Craft Guild | 791 Tremont St, Boston, MA",2,4200,0.6 km,6.8 km,3.3 km,2.3 km
"Atrium On Commonwealth, 1079 Commonwealth Ave APT 532, Boston, MA 02215",3,4700,4.0 km,2.6 km,3.9 km,0.6 km
"Fenway Triangle | 180 Brookline Ave, Boston, MA",Studio,3790,1.6 km,3.2 km,3.6 km,1.1 km
"Fenway Triangle | 180 Brookline Ave, Boston, MA",1,3884,1.6 km,3.2 km,3.6 km,1.1 km
"Fenway Triangle | 180 Brookline Ave, Boston, MA",2,5024,1.6 km,3.2 km,3.6 km,1.1 km
"West Square Apartments | 320 D St, Boston, MA",1,3300,4.1 km,9.7 km,7.6 km,8.4 km
"West Square Apartments | 320 D St, Boston, MA",2,4225,4.1 km,9.7 km,7.6 km,8.4 km
"Commonwealth Apartments | 1144 Commonwealth Ave, Allston, MA",Studio,2150,4.2 km,3.1 km,4.1 km,0.8 km
"Commonwealth Apartments | 1144 Commonwealth Ave, Allston, MA",1,2250,4.2 km,3.1 km,4.1 km,0.8 km
"Bremen 282 | 282 Bremen St, Boston, MA",Studio,2500,8.1 km,11.9 km,6.8 km,7.6 km
"Bremen 282 | 282 Bremen St, Boston, MA",1,2800,8.1 km,11.9 km,6.8 km,7.6 km
"Kilsyth Court Apartments | 71-75 Kilsyth Rd, Brighton, MA",Studio,2595,5.0 km,4.1 km,6.3 km,3.0 km
"The Bon | 1260 Boylston St, Boston, MA",Studio,3000,0.9 km,5.8 km,2.6 km,1.1 km
"The Bon | 1260 Boylston St, Boston, MA",1,4000,0.9 km,5.8 km,2.6 km,1.1 km
"The Bon | 1260 Boylston St, Boston, MA",2,5530,0.9 km,5.8 km,2.6 km,1.1 km
"Kilsyth Hall Apartments | 100 Kilsyth Rd, Boston, MA",Studio,2095,5.1 km,4.0 km,6.5 km,3.2 km
"Kilsyth Hall Apartments | 100 Kilsyth Rd, Boston, MA",1,2560,5.1 km,4.0 km,6.5 km,3.2 km
"62 on the Park | 62 Boylston St, Boston, MA",Studio,2500,2.8 km,7.6 km,4.2 km,3.5 km
"62 on the Park | 62 Boylston St, Boston, MA",1,3100,2.8 km,7.6 km,4.2 km,3.5 km
"Rockingham Glen | 30 Rockingham Ave, West Roxbury, MA",1,2165,12.8 km,14.2 km,14.6 km,12.1 km
"Rockingham Glen | 30 Rockingham Ave, West Roxbury, MA",2,2925,12.8 km,14.2 km,14.6 km,12.1 km
"Oak Row Apartments | 1235 Vfw Pkwy, West Roxbury, MA",2,3328,12.6 km,28.7 km,14.4 km,12.0 km
"Harbor Point | 24 Oyster Bay Rd, Dorchester, MA",1,2595,6.3 km,13.8 km,11.7 km,12.6 km
"Harbor Point | 24 Oyster Bay Rd, Dorchester, MA",2,3295,6.3 km,13.8 km,11.7 km,12.6 km
"Harbor Point | 24 Oyster Bay Rd, Dorchester, MA",3,4475,6.3 km,13.8 km,11.7 km,12.6 km
"280 Western | 280 Western Ave, Allston, MA",Studio,2800,7.1 km,0.6 km,4.9 km,5.6 km
"280 Western | 280 Western Ave, Allston, MA",1,3300,7.1 km,0.6 km,4.9 km,5.6 km
"280 Western | 280 Western Ave, Allston, MA",2,3999,7.1 km,0.6 km,4.9 km,5.6 km
"BostonView Apartments, 130-140 Bowdoin St #1106, Boston, MA 02108",1,3000,4.7 km,8.4 km,3.0 km,4.1 km
"Peninsula Apartments | 401 Mount Vernon St, Dorchester, MA",Studio,2291,5.5 km,13.0 km,10.9 km,11.7 km
"Peninsula Apartments | 401 Mount Vernon St, Dorchester, MA",1,2582,5.5 km,13.0 km,10.9 km,11.7 km
"Peninsula Apartments | 401 Mount Vernon St, Dorchester, MA",2,3399,5.5 km,13.0 km,10.9 km,11.7 km
"Harborview at the Navy Yard | 250 1st Ave, Charlestown, MA",Studio,3393,7.6 km,11.4 km,6.3 km,7.1 km
"Harborview at the Navy Yard | 250 1st Ave, Charlestown, MA",1,3291,7.6 km,11.4 km,6.3 km,7.1 km
"Harborview at the Navy Yard | 250 1st Ave, Charlestown, MA",2,6995,7.6 km,11.4 km,6.3 km,7.1 km
"Radius | 530 Western Ave, Brighton, MA",Studio,2667,7.8 km,1.6 km,7.9 km,6.3 km
"Radius | 530 Western Ave, Brighton, MA",1,3328,7.8 km,1.6 km,7.9 km,6.3 km
"Radius | 530 Western Ave, Brighton, MA",2,4024,7.8 km,1.6 km,7.9 km,6.3 km
"South Standard | 235 Old Colony Ave, Boston, MA",Studio,2590,3.3 km,10.3 km,8.2 km,9.0 km
"South Standard | 235 Old Colony Ave, Boston, MA",1,3380,3.3 km,10.3 km,8.2 km,9.0 km
"South Standard | 235 Old Colony Ave, Boston, MA",2,4505,3.3 km,10.3 km,8.2 km,9.0 km
"South Standard | 235 Old Colony Ave, Boston, MA",3,6185,3.3 km,10.3 km,8.2 km,9.0 km
"Avalon Brighton | 139 Washington St, Brighton, MA",Studio,2635,5.2 km,3.7 km,6.7 km,2.9 km
"Avalon Brighton | 139 Washington St, Brighton, MA",1,3520,5.2 km,3.7 km,6.7 km,2.9 km
"Avalon Brighton | 139 Washington St, Brighton, MA",2,3975,5.2 km,3.7 km,6.7 km,2.9 km
"Avalon Brighton | 139 Washington St, Brighton, MA",3,5515,5.2 km,3.7 km,6.7 km,2.9 km
"Washington Heights Apartments | 135 Washington St, Brighton, MA",Studio,2150,5.1 km,3.7 km,6.7 km,2.8 km
"Washington Heights Apartments | 135 Washington St, Brighton, MA",1,2200,5.1 km,3.7 km,6.7 km,2.8 km
"Washington Heights Apartments | 135 Washington St, Brighton, MA",2,2850,5.1 km,3.7 km,6.7 km,2.8 km
"MBH Apartments | 1078 Boylston St, Boston, MA",1,2800,1.0 km,5.7 km,2.2 km,1.1 km
"The Rise at Longwood | 198 Hillside St, Boston, MA",1,2800,1.7 km,4.8 km,5.2 km,2.7 km
"The Rise at Longwood | 198 Hillside St, Boston, MA",2,3400,1.7 km,4.8 km,5.2 km,2.7 km
"Christopher Columbus Plaza | 145 Commercial St, Boston, MA",1,3300,5.5 km,9.7 km,3.9 km,5.9 km
"Christopher Columbus Plaza | 145 Commercial St, Boston, MA",2,4495,5.5 km,9.7 km,3.9 km,5.9 km
"1550 on the Charles | 1550 Soldiers Field Rd, Brighton, MA",Studio,2903,8.3 km,2.4 km,8.4 km,6.8 km
"1550 on the Charles | 1550 Soldiers Field Rd, Brighton, MA",1,2785,8.3 km,2.4 km,8.4 km,6.8 km
"1550 on the Charles | 1550 Soldiers Field Rd, Brighton, MA",2,3730,8.3 km,2.4 km,8.4 km,6.8 km
"Brandywyne Village | 88 Brandywyne Dr, Boston, MA",2,3482,10.7 km,15.7 km,9.3 km,10.2 km
"340 Bremen St | East Boston | 340 Bremen St, Boston, MA",1,2800,8.3 km,12.1 km,7.0 km,7.8 km
"340 Bremen St | East Boston | 340 Bremen St, Boston, MA",2,3250,8.3 km,12.1 km,7.0 km,7.8 km
"The Tremont, 1482 Tremont St #305, Roxbury Crossing, MA 02120",2,4566,1.0 km,7.4 km,4.3 km,2.7 km
"Clippership Apartments on the Wharf | 63 Lewis St, Boston, MA",Studio,2923,8.2 km,12.0 km,6.9 km,7.7 km
"Clippership Apartments on the Wharf | 63 Lewis St, Boston, MA",1,3413,8.2 km,12.0 km,6.9 km,7.7 km
"Clippership Apartments on the Wharf | 63 Lewis St, Boston, MA",2,4096,8.2 km,12.0 km,6.9 km,7.7 km
"12 Commonwealth | 12-14 Commonwealth Ave, Boston, MA",Studio,2900,2.6 km,7.1 km,3.5 km,2.5 km
"12 Commonwealth | 12-14 Commonwealth Ave, Boston, MA",1,4025,2.6 km,7.1 km,3.5 km,2.5 km
"Mission Main, 43 Smith St #S024C, Roxbury Crossing, MA 02120",3,5400,1.0 km,7.4 km,4.2 km,2.4 km
"Camden Street Apartments | 150 Camden St, Boston, MA",1,3250,0.1 km,6.7 km,3.2 km,2.2 km
"Camden Street Apartments | 150 Camden St, Boston, MA",2,4800,0.1 km,6.7 km,3.2 km,2.2 km
