address,bds,cost,distance_neu,distance_harvard,distance_mit,distance_bu,lat,lng
"76 Hano St, Allston, MA 02134",4,3550,5.7 km,2.0 km,5.0 km,2.0 km,42.3553512,-71.1373086
"14 Leicester St #3, Brighton, MA 02135",3,3400,10.2 km,4.3 km,6.5 km,3.3 km,42.3498191,-71.1547671
"38 Perthshire Rd #2, Brighton, MA 02135",4,4700,10.3 km,4.3 km,10.1 km,4.4 km,42.353505,-71.1670745
"41 Matchett St #1, Brighton, MA 02135",3,3600,12.1 km,4.5 km,9.8 km,8.5 km,42.3537754,-71.17010909999999
"45 Matchett St #1, Brighton, MA 02135",3,3600,12.1 km,4.5 km,9.8 km,8.5 km,42.3538532,-71.17004539999999
"16 Hopedale St #1, Allston, MA 02134",5,5900,4.8 km,1.2 km,4.0 km,2.7 km,42.3598872,-71.1268077
"20 Coolidge Rd #1, Allston, MA 02134",3,3400,5.5 km,1.2 km,4.8 km,3.5 km,42.3597132,-71.1292011
"8 Crowell St APT 1, Dorchester Center, MA 02124",3,3800,7.9 km,19.7 km,17.6 km,10.6 km,42.2834774,-71.0819123
"6 Sparhawk St #1, Brighton, MA 02135",3,3850,6.7 km,2.9 km,5.9 km,2.7 km,42.3503021,-71.1484186
"80 Etna St #2, Brighton, MA 02135",4,3800,9.0 km,2.7 km,6.0 km,3.0 km,42.35291429999999,-71.14766329999999
"48 Adamson St #46, Allston, MA 02134",3,3500,5.5 km,1.1 km,4.7 km,3.5 km,42.358293,-71.1349286
"164 Kelton St #3, Boston, MA 02134",3,3600,4.5 km,2.8 km,5.2 km,1.9 km,42.3480491,-71.1387481
"15 Bothwell Rd FLOOR 2, Brighton, MA 02135",5,6000,9.8 km,3.8 km,9.9 km,3.8 km,42.3533087,-71.160511
"40 Donnybrook Rd, Brighton, MA",4,3800,9.7 km,3.8 km,9.9 km,3.9 km,42.3543274,-71.16043239999999
"(undisclosed Address), Boston, MA 02135",3,4000,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"18 Sutherland Rd #21, Brighton, MA 02135",3,3325,5.4 km,4.3 km,6.9 km,3.6 km,42.3371144,-71.1504412
"(undisclosed Address), Boston, MA 02115",4,5600,0.7 km,6.5 km,3.1 km,2.1 km,42.339904,-71.0898892
"(undisclosed Address), Brighton, MA 02135",2,2900,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"(undisclosed Address), Jamaica Plain, MA 02130",2,3695,4.3 km,7.5 km,7.9 km,5.4 km,42.3097365,-71.1151431
"36-40 Hemenway St, Boston, MA",Studio,2300,1.2 km,5.8 km,2.6 km,1.1 km,42.3455725,-71.0892049
"36-40 Hemenway St, Boston, MA",1,3000,1.2 km,5.8 km,2.6 km,1.1 km,42.3455725,-71.0892049
"36-40 Hemenway St, Boston, MA",2,3600,1.2 km,5.8 km,2.6 km,1.1 km,42.3455725,-71.0892049
"36-40 Hemenway St, Boston, MA",3,4950,1.2 km,5.8 km,2.6 km,1.1 km,42.3455725,-71.0892049
"249 Chestnut Hill Ave, Brighton, MA",Studio,1900,6.2 km,4.2 km,7.3 km,3.9 km,42.3394322,-71.1550232
"249 Chestnut Hill Ave, Brighton, MA",2,2500,6.2 km,4.2 km,7.3 km,3.9 km,42.3394322,-71.1550232
"314 Faneuil St #3, Brighton, MA 02135",4,4000,9.8 km,3.9 km,10.0 km,4.0 km,42.3521909,-71.1632669
"14 Glenmont Rd FLOOR 2, Brighton, MA 02135",3,3500,10.8 km,4.9 km,11.2 km,4.3 km,42.3458603,-71.1587867
"150 Englewood Ave #21, Brighton, MA 02135",3,3325,5.6 km,4.6 km,7.2 km,3.9 km,42.3372731,-71.1517999
"10-20 Elko St, Brighton, MA",1,2850,6.8 km,3.0 km,6.1 km,2.9 km,42.349802,-71.1494896
"10-20 Elko St, Brighton, MA",2,3150,6.8 km,3.0 km,6.1 km,2.9 km,42.349802,-71.1494896
"41 Bennett St #2, Brighton, MA 02135",4,4400,9.8 km,3.9 km,9.9 km,3.3 km,42.3518366,-71.1550504
"20 Cufflin St #2, Brighton, MA 02135",4,5800,12.5 km,5.1 km,10.1 km,5.1 km,42.3506613,-71.1741263
"42-46 Brackett St #2, Brighton, MA 02135",3,3500,12.6 km,4.7 km,10.3 km,4.7 km,42.3516082,-71.1653137
"37 Faneuil St #2, Brighton, MA 02135",6,5995,9.7 km,3.8 km,6.8 km,2.9 km,42.3554338,-71.1516013
"38 Queensberry St #12, Boston, MA 02215",Studio,2450,0.8 km,6.4 km,3.2 km,2.1 km,42.3427515,-71.0966242
"8 Bellvista Rd #6, Brighton, MA 02135",2,3000,4.6 km,3.1 km,5.3 km,2.0 km,42.3466301,-71.13824129999999
"14 Brooks St #3, Brighton, MA 02135",3,3300,9.4 km,3.5 km,9.6 km,8.0 km,42.3569915,-71.1618928
"46 Cummings Rd #1, Brighton, MA 02135",3,3800,5.2 km,3.7 km,6.2 km,2.9 km,42.3409183,-71.1451287
"877-881 Beacon St, Boston, MA",Studio,2800,1.8 km,2.9 km,3.2 km,0.7 km,42.34650389999999,-71.10452149999999
"877-881 Beacon St, Boston, MA",1,3000,1.8 km,2.9 km,3.2 km,0.7 km,42.34650389999999,-71.10452149999999
"877-881 Beacon St, Boston, MA",2,3400,1.8 km,2.9 km,3.2 km,0.7 km,42.34650389999999,-71.10452149999999
"877-881 Beacon St, Boston, MA",3,8000,1.8 km,2.9 km,3.2 km,0.7 km,42.34650389999999,-71.10452149999999
"10 Donald Rd UNIT 3, Dorchester Center, MA 02124",4,3500,6.0 km,11.7 km,12.0 km,9.6 km,42.29075,-71.0901492
"42 Saxton St, Dorchester, MA",1,2650,4.4 km,13.4 km,11.4 km,12.2 km,42.31387060000001,-71.05436879999999
"42 Saxton St, Dorchester, MA",2,2650,4.4 km,13.4 km,11.4 km,12.2 km,42.31387060000001,-71.05436879999999
"42 Saxton St, Dorchester, MA",3,2800,4.4 km,13.4 km,11.4 km,12.2 km,42.31387060000001,-71.05436879999999
"58 Atkins St #1, Brighton, MA 02135",3,3500,12.2 km,4.5 km,9.8 km,8.6 km,42.3534797,-71.1695567
"14 Woodmont St #1, Brighton, MA 02135",4,3700,9.4 km,3.5 km,9.5 km,7.9 km,42.3568496,-71.16299430000001
"37 Atkins St #2, Brighton, MA 02135",4,4400,12.1 km,4.8 km,9.8 km,8.5 km,42.3528272,-71.16968229999999
"56 Charlesgate E, Boston, MA",1,2945,1.4 km,5.9 km,2.8 km,1.3 km,42.347154,-71.09107949999999
"56 Charlesgate E, Boston, MA",2,3800,1.4 km,5.9 km,2.8 km,1.3 km,42.347154,-71.09107949999999
"25 Bostonia Ave #1, Brighton, MA 02135",4,3600,12.6 km,4.7 km,10.3 km,4.8 km,42.3484782,-71.1679267
"984 Washington St, Dorchester Center, MA",2,3400,10.7 km,18.2 km,16.1 km,16.9 km,42.2783856,-71.0690955
"984 Washington St, Dorchester Center, MA",3,3600,10.7 km,18.2 km,16.1 km,16.9 km,42.2783856,-71.0690955
"24 Murdock St APT 5, Boston, MA 02135",3,3100,6.7 km,2.9 km,5.9 km,2.7 km,42.35085429999999,-71.1478635
"12 Oakland St #1, Brighton, MA 02135",4,5600,10.0 km,4.1 km,10.1 km,3.9 km,42.34976590000001,-71.1580768
"14 Bothwell Rd #1, Brighton, MA 02135",3,3900,9.8 km,3.8 km,9.9 km,3.8 km,42.3529943,-71.1604855
"47-49 Orkney Rd UNIT 2C, Brighton, MA 02135",4,4800,5.4 km,5.1 km,6.8 km,4.4 km,42.3369637,-71.1501206
"20-22 Surrey St #2, Brighton, MA 02135",3,3150,10.0 km,4.1 km,10.1 km,3.6 km,42.3500941,-71.15400149999999
"16 Cufflin St #2, Brighton, MA 02135",4,5800,12.0 km,5.1 km,9.7 km,5.1 km,42.3507986,-71.1740506
"1554 Commonwealth Ave #7, Brighton, MA 02135",2,2800,5.1 km,3.2 km,5.8 km,2.5 km,42.3443322,-71.1419505
"14 Highgate St #303, Allston, MA 02134",2,3900,5.5 km,1.8 km,4.7 km,1.4 km,42.35546919999999,-71.1316724
"52 Adamson St #2, Allston, MA 02134",3,3500,5.5 km,1.1 km,4.7 km,3.5 km,42.3582672,-71.13476419999999
"62 Langley Rd #2, Brighton, MA 02135",4,5700,12.6 km,4.6 km,10.2 km,4.7 km,42.3494686,-71.1655265
"68 Brooks St, Boston, MA",3,3200,9.5 km,3.6 km,9.6 km,8.0 km,42.3552434,-71.1623603
"245 Chestnut Hill Ave #2, Brighton, MA 02135",2,2850,6.2 km,4.2 km,7.2 km,3.9 km,42.3395693,-71.1552258
"506 E Broadway, Boston, MA",1,2400,4.4 km,10.7 km,8.6 km,9.4 km,42.3356792,-71.0443923
"506 E Broadway, Boston, MA",2,2600,4.4 km,10.7 km,8.6 km,9.4 km,42.3356792,-71.0443923
"42 Vineland St #2, Boston, MA 02135",3,3500,8.6 km,2.4 km,8.7 km,3.0 km,42.3574432,-71.1515433
"78 Glenville Ave, Allston, MA 02134",2,3200,6.5 km,2.9 km,5.8 km,2.0 km,42.3491908,-71.1349723
"86 Brooks St UNIT 1, Brighton, MA 02135",5,5500,9.6 km,3.6 km,9.7 km,8.1 km,42.35466170000001,-71.162565
"40 Atkins St #1, Brighton, MA 02135",4,4000,12.1 km,4.8 km,9.8 km,8.5 km,42.353043,-71.1699665
"228 Kelton St, Allston, MA",1,2125,4.3 km,3.1 km,5.1 km,1.8 km,42.3468622,-71.13651770000001
"52 Cummings Rd APT 1, Brighton, MA 02135",5,5000,5.2 km,3.7 km,6.2 km,2.9 km,42.341015,-71.14509149999999
"1666 Commonwealth Ave, Brighton, MA",1,3100,5.1 km,3.6 km,6.1 km,2.8 km,42.34182,-71.14451460000001
"1666 Commonwealth Ave, Brighton, MA",2,2800,5.1 km,3.6 km,6.1 km,2.8 km,42.34182,-71.14451460000001
"26 Fayette St, Boston, MA",1,2900,2.4 km,7.3 km,4.2 km,3.5 km,42.3487006,-71.0674425
"70-72 Joy St, Boston, MA",Studio,2380,4.9 km,8.7 km,3.3 km,4.4 km,42.36063499999999,-71.065361
"70-72 Joy St, Boston, MA",1,3300,4.9 km,8.7 km,3.3 km,4.4 km,42.36063499999999,-71.065361
"70-72 Joy St, Boston, MA",2,3300,4.9 km,8.7 km,3.3 km,4.4 km,42.36063499999999,-71.065361
"28 Bayard St #2, Allston, MA 02134",5,4250,5.2 km,0.6 km,4.4 km,3.2 km,42.3604359,-71.1307617
"16 Miner St, Boston, MA",2,4500,1.9 km,2.8 km,3.2 km,0.7 km,42.3465004,-71.102746
"124 Calumet St #1, Roxbury, MA 02120",2,3200,1.3 km,7.6 km,4.5 km,2.6 km,42.3309581,-71.1023706
"25 Gordon St #1, Allston, MA 02134",3,4000,6.0 km,2.1 km,5.2 km,1.9 km,42.3529568,-71.14076
"7 Greenville St #1, Roxbury, MA 02119",1,2300,1.5 km,11.4 km,4.8 km,4.1 km,42.3279887,-71.0810623
"71 Surrey St #1, Brighton, MA 02135",3,3150,10.5 km,4.5 km,6.9 km,3.7 km,42.3508595,-71.15590759999999
"90 Morris St #2, East Boston, MA 02128",2,3400,8.3 km,12.1 km,7.0 km,7.8 km,42.3768725,-71.03179469999999
"36 Easton St #2, Allston, MA 02134",3,3000,5.5 km,0.9 km,4.7 km,3.4 km,42.3598745,-71.13042159999999
"117 Sutherland Rd #7, Brighton, MA 02135",1,2675,5.5 km,3.9 km,6.5 km,3.2 km,42.3400786,-71.1480369
"14 Bayard St #1, Allston, MA 02134",5,4250,5.2 km,0.6 km,4.4 km,3.1 km,42.3606993,-71.13029519999999
"24 Donnybrook Rd #2, Brighton, MA 02135",4,3700,9.7 km,3.8 km,9.8 km,3.8 km,42.3541794,-71.1596528
"16 Shepard St #4, Brighton, MA 02135",3,4200,7.0 km,3.2 km,6.3 km,3.4 km,42.347351,-71.1498386
"8 Arlington St #3, Boston, MA 02116",3,3600,3.2 km,6.9 km,3.3 km,2.3 km,42.354411,-71.072311
"10-12 Bayard St #1, Allston, MA 02134",5,4250,5.2 km,0.6 km,4.4 km,3.1 km,42.3607458,-71.1301616
"194 Kelton St, Boston, MA",4,4400,4.4 km,3.0 km,5.1 km,1.8 km,42.3474728,-71.13757009999999
"194 Kelton St, Boston, MA",5,5800,4.4 km,3.0 km,5.1 km,1.8 km,42.3474728,-71.13757009999999
"235 Chestnut Hill Ave, Brighton, MA",4,6600,6.3 km,4.7 km,7.3 km,4.0 km,42.33983569999999,-71.1555418
"11 Holton St #3, Boston, MA 02134",3,3000,7.6 km,0.9 km,4.9 km,2.7 km,42.3596851,-71.1338416
"196 Green St, Jamaica Plain, MA",1,2750,3.7 km,7.7 km,8.1 km,5.6 km,42.3099404,-71.1049639
"196 Green St, Jamaica Plain, MA",2,3400,3.7 km,7.7 km,8.1 km,5.6 km,42.3099404,-71.1049639
"96 Dix St APT 1, Dorchester, MA 02122",2,3600,8.3 km,15.8 km,13.7 km,14.5 km,42.2963105,-71.0573895
"12 Sparhawk St #1, Boston, MA 02135",4,4000,6.7 km,2.9 km,6.0 km,2.8 km,42.3505924,-71.1494021
"55 Lanark Rd APT 9, Brighton, MA 02135",3,3500,5.2 km,4.0 km,6.5 km,3.2 km,42.3399761,-71.14624309999999
"5 Delaware Pl #2, Brighton, MA 02135",3,3300,9.9 km,4.0 km,6.3 km,3.1 km,42.3516399,-71.152878
"126 Chiswick Rd #9, Brighton, MA 02135",4,3600,6.2 km,4.2 km,7.2 km,3.9 km,42.34046499999999,-71.1528546
"8 Glenmont Rd #1, Brighton, MA 02135",3,3400,10.9 km,4.9 km,11.2 km,4.4 km,42.3458413,-71.15851529999999
"12 Priscilla Rd #2, Brighton, MA 02135",5,4500,7.4 km,3.6 km,6.6 km,3.9 km,42.34507139999999,-71.15229099999999
"104 Brooks St APT 2, Brighton, MA 02135",3,3800,9.6 km,3.7 km,9.8 km,4.1 km,42.3540522,-71.1626804
"33 Lothrop St FLOOR 2, Brighton, MA 02135",4,3700,8.1 km,1.9 km,8.2 km,6.6 km,42.3601886,-71.1447506
"41 N Crescent Cir #2, Brighton, MA 02135",3,3300,10.2 km,4.3 km,10.6 km,3.7 km,42.3489143,-71.1604919
"130 Bigelow St FLOOR 2, Brighton, MA 02135",3,3800,9.9 km,4.0 km,10.1 km,8.5 km,42.3563797,-71.1664325
"11-13 E Lenox St, Boston, MA",2,4200,1.0 km,7.3 km,3.9 km,2.9 km,42.3345786,-71.07841049999999
"11-13 E Lenox St, Boston, MA",3,5800,1.0 km,7.3 km,3.9 km,2.9 km,42.3345786,-71.07841049999999
"126 Marginal St, Boston, MA",2,2950,8.7 km,12.5 km,7.3 km,8.2 km,42.365645,-71.0363106
"93 Hobart St #2, Boston, MA 02135",4,3800,9.5 km,3.6 km,9.7 km,4.1 km,42.3555799,-71.1619553
"24 Arlington St FLOOR 2, Brighton, MA 02135",3,3300,9.8 km,3.9 km,6.3 km,3.1 km,42.3518085,-71.15302679999999
"92 Charles St, Boston, MA",Studio,2100,5.4 km,15.8 km,13.8 km,14.6 km,42.2995699,-71.06494239999999
"26 Kenrick St #2, Brighton, MA 02135",4,4300,10.6 km,4.7 km,10.9 km,4.1 km,42.34625279999999,-71.1633389
"(undisclosed Address), Boston, MA 02215",2,3350,3.8 km,8.7 km,5.5 km,4.4 km,42.3476181,-71.1002881
"565 Massachusetts Ave APT 1, Roxbury, MA 02118",2,3800,1.3 km,8.3 km,3.9 km,2.8 km,42.3376042,-71.0788367
"6-8 South St #3, Brighton, MA 02135",2,3500,6.6 km,5.6 km,7.6 km,4.3 km,42.3400086,-71.1558806
"51 Dustin St #1, Brighton, MA 02135",3,3400,8.9 km,2.6 km,5.8 km,2.5 km,42.352262,-71.145397
"67 Etna St #2, Brighton, MA 02135",5,4750,9.0 km,2.7 km,5.9 km,3.1 km,42.35333019999999,-71.1479001
"(undisclosed Address), Brighton, MA 02135",4,3550,10.6 km,4.6 km,10.9 km,4.1 km,42.3463503,-71.1626756
"79 Elmira St #1, Brighton, MA 02135",3,3100,6.9 km,2.9 km,6.1 km,2.9 km,42.3523371,-71.147475
"(undisclosed Address), Jamaica Plain, MA 02130",4,6695,4.3 km,7.5 km,7.9 km,5.4 km,42.3097365,-71.1151431
"605 Cambridge St #2, Allston, MA 02134",1,9999,6.1 km,2.3 km,5.3 km,2.0 km,42.3518348,-71.1422905
"54 Brackett St #3, Brighton, MA 02135",3,3500,12.6 km,4.7 km,10.3 km,4.8 km,42.3518084,-71.1653321
"119 Webster St, Boston, MA",1,2800,8.5 km,12.3 km,7.2 km,8.0 km,42.366345,-71.0364888
"119 Webster St, Boston, MA",2,2700,8.5 km,12.3 km,7.2 km,8.0 km,42.366345,-71.0364888
"70 S Huntington Ave, Boston, MA",1,2000,2.1 km,4.7 km,5.0 km,2.5 km,42.3300199,-71.1110125
"21 Kinross Rd APT 3, Brighton, MA 02135",3,3800,5.6 km,4.1 km,6.6 km,3.3 km,42.3401494,-71.14944
"20 Brackett St #2, Brighton, MA 02135",4,3800,12.6 km,4.6 km,10.2 km,4.7 km,42.3510398,-71.1654891
"20 Newcastle Rd #2, Brighton, MA 02135",4,4000,9.7 km,3.8 km,9.8 km,3.8 km,42.3536743,-71.1603327
"17 Gordon St #1, Allston, MA 02134",3,4000,8.3 km,2.0 km,5.3 km,1.9 km,42.35349230000001,-71.1409724
"45 Cedar Grove St, Dorchester, MA 02124",3,3800,9.1 km,16.6 km,14.5 km,15.3 km,42.2811282,-71.04942199999999
"24 Hull St, Boston, MA",1,2395,6.8 km,11.0 km,5.1 km,5.3 km,42.3666624,-71.0557123
"30 Murdock St #3, Brighton, MA 02135",3,3800,6.7 km,2.9 km,5.9 km,2.7 km,42.3510352,-71.1477657
"1731 Commonwealth Ave #2, Brighton, MA 02135",3,3300,5.8 km,4.2 km,6.8 km,3.5 km,42.341911,-71.1490401
"3 Putnam Pl, Roxbury, MA 02119",4,7200,1.4 km,8.1 km,5.0 km,3.5 km,42.3301822,-71.0884535
"68 Woodstock Ave, Boston, MA",Studio,2075,4.3 km,3.1 km,5.2 km,1.9 km,42.34651789999999,-71.1371271
"68 Woodstock Ave, Boston, MA",1,2400,4.3 km,3.1 km,5.2 km,1.9 km,42.34651789999999,-71.1371271
"393 W Broadway, Boston, MA",2,3200,4.3 km,9.9 km,7.8 km,8.6 km,42.337197,-71.0489178
"168 N St, Boston, MA",4,5200,5.3 km,11.5 km,12.2 km,13.0 km,42.3322753,-71.0309959
"168 N St, Boston, MA",5,7500,5.3 km,11.5 km,12.2 km,13.0 km,42.3322753,-71.0309959
"29 Woodlawn St #1, Jamaica Plain, MA 02130",2,3000,5.0 km,9.0 km,9.4 km,6.9 km,42.2987668,-71.1127636
"38 Claymoss Rd #2, Boston, MA 02135",4,3500,5.1 km,3.9 km,6.2 km,2.9 km,42.3443242,-71.1457073
"34 Bentley St #2A, Brighton, MA 02135",3,3700,7.0 km,3.2 km,6.3 km,3.1 km,42.3500516,-71.1512679
"34 Charter St, Boston, MA",1,2500,6.7 km,10.9 km,5.0 km,5.2 km,42.3668218,-71.0539321
"10 Boston St, South Boston, MA",3,2900,2.8 km,10.7 km,8.6 km,9.4 km,42.3289227,-71.05731089999999
"165 W 6th St #1, Boston, MA 02127",2,3300,4.0 km,10.1 km,8.0 km,8.8 km,42.3361134,-71.0522362
"(undisclosed Address), Boston, MA 02115",2,3580,0.7 km,6.5 km,3.1 km,2.1 km,42.339904,-71.0898892
"110 Kenrick St FLOOR 2, Brighton, MA 02135",3,4000,12.9 km,5.0 km,10.6 km,4.4 km,42.346498,-71.16732879999999
"11 Charter St, Boston, MA",2,2800,6.8 km,11.0 km,5.1 km,5.3 km,42.366267,-71.05316599999999
"48 Juliette St FLOOR 3, Dorchester, MA 02122",2,3000,4.7 km,15.5 km,13.4 km,14.3 km,42.3053283,-71.0621871
"26 Aldie St #1, Allston, MA 02134",5,4250,7.6 km,1.3 km,5.2 km,2.5 km,42.35923040000001,-71.13575569999999
"12 Woodmont St #1, Brighton, MA 02135",4,3800,9.4 km,3.5 km,9.5 km,7.9 km,42.3568305,-71.16294859999999
"883 Huntington Ave, Boston, MA",1,2500,3.0 km,4.5 km,4.9 km,2.4 km,42.3325839,-71.11154549999999
"883 Huntington Ave, Boston, MA",2,2695,3.0 km,4.5 km,4.9 km,2.4 km,42.3325839,-71.11154549999999
"676 Adams St #1A, Dorchester, MA 02122",2,2700,9.9 km,17.3 km,15.3 km,16.1 km,42.2867983,-71.0542309
"340 Market St, Brighton, MA 02135",5,7000,9.0 km,2.8 km,6.2 km,3.0 km,42.3513178,-71.15181299999999
"48 Belden St FLOOR 2, Dorchester, MA 02125",3,3300,2.9 km,13.0 km,11.0 km,5.6 km,42.31924619999999,-71.0651513
"(undisclosed Address), Boston, MA 02128",3,3950,9.3 km,13.4 km,8.0 km,8.8 km,42.3695431,-71.0200613
"22 Bellvista Rd #9, Brighton, MA 02135",2,3000,4.7 km,3.1 km,5.4 km,2.1 km,42.3464403,-71.1377159
"282 Corey Rd #2, Brighton, MA 02135",2,2900,4.2 km,2.9 km,5.2 km,1.9 km,42.3459859,-71.13623969999999
"137 Marcella St #2, Boston, MA 02119",2,3150,1.7 km,8.4 km,5.4 km,3.8 km,42.325175,-71.0965322
"33 Newcastle Rd #2, Boston, MA 02135",5,6000,9.8 km,3.9 km,9.9 km,3.9 km,42.3539956,-71.160941
"228 Faneuil St #2, Brighton, MA 02135",4,4000,9.7 km,3.7 km,9.8 km,3.8 km,42.3530318,-71.1592706
"24 Long Ave #1, Allston, MA 02134",5,5500,6.5 km,2.9 km,5.7 km,2.0 km,42.3493752,-71.1360971
"(undisclosed Address), Boston, MA 02215",Studio,2600,3.8 km,8.7 km,5.5 km,4.4 km,42.3476181,-71.1002881
"32 Cunard St #2, Boston, MA 02120",3,4650,0.2 km,7.8 km,3.7 km,2.9 km,42.3364791,-71.0863494
"379 Commonwealth Ave, Boston, MA",Studio,2200,1.1 km,5.3 km,2.1 km,0.6 km,42.3494507,-71.0895874
"379 Commonwealth Ave, Boston, MA",1,2900,1.1 km,5.3 km,2.1 km,0.6 km,42.3494507,-71.0895874
"20 Highgate St, Allston, MA",2,3800,5.4 km,1.8 km,4.7 km,1.4 km,42.3552,-71.1314981
"20 Highgate St, Allston, MA",5,5900,5.4 km,1.8 km,4.7 km,1.4 km,42.3552,-71.1314981
"9 Glover Ct, Boston, MA",3,4000,3.1 km,10.4 km,8.3 km,9.1 km,42.3310966,-71.0563651
"168 Endicott St #2A, Boston, MA 02113",3,4500,6.4 km,10.6 km,4.7 km,4.9 km,42.3656253,-71.0575429
"17 Holman St, Allston, MA",4,5500,5.4 km,1.1 km,4.7 km,3.4 km,42.3587162,-71.12962670000002
"17 Holman St, Allston, MA",5,6000,5.4 km,1.1 km,4.7 km,3.4 km,42.3587162,-71.12962670000002
"25 Peverell St, Dorchester, MA",3,3500,4.0 km,13.4 km,11.3 km,12.1 km,42.31321579999999,-71.06083389999999
"21 Fairbanks St #1, Brighton, MA 02135",3,3600,10.2 km,4.2 km,10.3 km,4.2 km,42.3497407,-71.1628432
"22 Brackett St SUITE 2, Brighton, MA 02135",4,3800,12.5 km,4.6 km,10.2 km,4.7 km,42.3508732,-71.1651728
"(undisclosed Address), Boston, MA 02120",2,3300,1.1 km,7.5 km,4.3 km,2.7 km,42.33191670000001,-71.09880249999999
"(undisclosed Address), Boston, MA 02120",2,3200,1.1 km,7.5 km,4.3 km,2.7 km,42.33191670000001,-71.09880249999999
"24 Matchett St #1, Brighton, MA 02135",3,3400,12.0 km,4.5 km,9.7 km,8.4 km,42.3535166,-71.17082979999999
"38 Foster St #1, Brighton, MA 02135",2,3250,10.2 km,4.3 km,6.6 km,3.4 km,42.3492168,-71.1570634
"18 Grove St, Boston, MA",1,3100,12.1 km,18.8 km,13.9 km,11.4 km,42.26923,-71.1607397
"392 W Broadway APT 4, Boston, MA 02127",1,3400,4.4 km,9.9 km,7.8 km,8.7 km,42.3375005,-71.0483448
"(undisclosed Address), Dorchester, MA 02124",2,2600,11.5 km,18.9 km,16.9 km,17.7 km,42.2826027,-71.067605
"856 E Broadway #1H, Boston, MA 02127",5,6750,5.2 km,11.2 km,9.7 km,11.2 km,42.3359613,-71.03002719999999
"870 E 2nd St #3, South Boston, MA 02127",2,5000,6.9 km,11.2 km,9.6 km,11.2 km,42.337668,-71.0283396
"129 Chiswick Rd #1, Brighton, MA 02135",4,3600,6.2 km,4.1 km,7.2 km,3.9 km,42.34092649999999,-71.1531037
"21 Montfern Ave #2, Brighton, MA 02135",3,3100,12.6 km,4.7 km,10.3 km,4.8 km,42.3508347,-71.1644468
"175 Athens St, South Boston, MA 02127",2,4200,4.3 km,9.8 km,7.7 km,8.5 km,42.3403504,-71.0523085
"8 Malbert Rd, Boston, MA",5,4000,10.4 km,4.4 km,10.8 km,3.6 km,42.3494725,-71.1589637
"8 Malbert Rd, Boston, MA",6,4000,10.4 km,4.4 km,10.8 km,3.6 km,42.3494725,-71.1589637
"837 Dorchester Ave #2, Dorchester, MA 02125",3,3800,3.6 km,12.4 km,10.3 km,11.1 km,42.3220248,-71.0569759
"15 Long Ave #2, Allston, MA 02134",3,3300,6.5 km,2.9 km,5.7 km,2.0 km,42.349267,-71.1356524
"10 Wiget St, Boston, MA",2,2500,6.5 km,10.6 km,3.8 km,5.2 km,42.3639661,-71.0561142
"20 Bigelow St #3, Brighton, MA 02135",3,3300,10.3 km,4.4 km,10.0 km,4.5 km,42.3521575,-71.16793059999999
"6 Oliva Rd #1, Brighton, MA 02135",2,2800,9.4 km,3.5 km,9.5 km,7.9 km,42.3564195,-71.1617241
"21 Lothrop St #2, Boston, MA 02135",4,3900,8.0 km,1.9 km,8.2 km,6.6 km,42.3602008,-71.145043
"18 Burton St #2, Brighton, MA 02135",4,4000,11.8 km,5.0 km,9.5 km,8.2 km,42.3539611,-71.1729761
"689 Washington St APT 1, Boston, MA 02124",4,3800,6.3 km,19.1 km,17.0 km,17.8 km,42.2875224,-71.07144749999999
"533 Newbury St, Boston, MA",1,2650,1.1 km,5.7 km,2.4 km,0.4 km,42.34820390000001,-71.0939104
"533 Newbury St, Boston, MA",2,3800,1.1 km,5.7 km,2.4 km,0.4 km,42.34820390000001,-71.0939104
"5 Saint James Pl, Roxbury, MA 02119",4,5000,1.9 km,8.6 km,5.6 km,4.0 km,42.3264895,-71.0865685
"185 Saint Botolph St, Boston, MA",Studio,2200,0.7 km,6.2 km,2.8 km,1.7 km,42.34299499999999,-71.083353
"185 Saint Botolph St, Boston, MA",1,2100,0.7 km,6.2 km,2.8 km,1.7 km,42.34299499999999,-71.083353
"70 Brayton Rd #1, Brighton, MA 02135",3,3100,12.6 km,4.7 km,10.3 km,4.8 km,42.348479,-71.1701964
"35 Oak St, Boston, MA",1,2195,8.5 km,4.7 km,4.6 km,8.0 km,42.380698,-71.06845249999999
"25 Mount Hood Rd APT 3, Brighton, MA 02135",2,2675,4.9 km,3.9 km,6.0 km,2.7 km,42.3421305,-71.1428664
"84 Gordon St APT 306, Brighton, MA 02135",1,2600,7.2 km,2.8 km,6.5 km,3.2 km,42.34986869999999,-71.13980099999999
"260 Chestnut Hill Ave #4, Brighton, MA 02135",Studio,2350,6.2 km,4.3 km,7.3 km,3.9 km,42.33944109999999,-71.1543829
"38 Oak St, Boston, MA",1,2200,3.7 km,7.6 km,4.8 km,4.2 km,42.3808169,-71.068583
"25 Gloucester St, Boston, MA",1,2350,1.5 km,5.8 km,2.1 km,1.1 km,42.3504687,-71.0845357
"25 Gloucester St, Boston, MA",2,1400,1.5 km,5.8 km,2.1 km,1.1 km,42.3504687,-71.0845357
